Harvest Hope Community Food Bank  |  Donations Log,,,,,,,,,,,
"To log a new donation: enter Date (col B), Item ID (col C), Qty Received (col G), Expiration Date (col H), and Donor Type (col K). Other fields fill automatically.",,,,,,,,,,,
DON-0818,04/25/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),42,11/15/2026,142,OK,Church Drive,
DON-0819,04/25/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),59,1/18/2027,206,OK,Church Drive,
DON-0820,04/25/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),41,2/17/2027,236,OK,Church Drive,
DON-0821,04/25/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),61,2/17/2028,601,OK,School Drive,
DON-0822,04/25/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),156,3/16/2028,629,OK,Church Drive,
DON-0823,04/25/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),110,8/9/2028,775,OK,School Drive,
DON-0824,04/25/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),26,4/9/2030,1383,OK,School Drive,
DON-0825,04/25/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),26,3/8/2027,255,OK,School Drive,
DON-0826,04/26/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),45,11/23/2026,150,OK,Government Surplus,
DON-0827,04/26/2026,FI039,White Sandwich Bread,Bread & Bakery,Loaf,54,4/30/2026,-57,EXPIRED,Government Surplus,
DON-0828,04/26/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),54,5/19/2026,-38,EXPIRED,Government Surplus,
DON-0829,04/26/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),18,6/24/2026,-2,EXPIRED,Government Surplus,
DON-0830,04/26/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),46,8/4/2027,404,OK,Government Surplus,
DON-0831,04/26/2026,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),46,1/5/2028,558,OK,Government Surplus,
DON-0832,04/26/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),10,3/22/2030,1365,OK,Government Surplus,
DON-0833,04/27/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),42,5/20/2026,-37,EXPIRED,Restaurant Partner,
DON-0834,04/27/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),68,9/13/2026,79,OK,Restaurant Partner,
DON-0835,04/27/2026,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),51,12/6/2026,163,OK,Restaurant Partner,
DON-0836,04/27/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),49,10/28/2027,489,OK,Restaurant Partner,
DON-0837,04/30/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),39,11/25/2026,152,OK,Community Drive,
DON-0838,04/30/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),41,5/8/2026,-49,EXPIRED,Community Drive,
DON-0839,04/30/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),17,5/16/2026,-41,EXPIRED,Church Drive,
DON-0840,04/30/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),38,5/24/2026,-33,EXPIRED,Church Drive,
DON-0841,04/30/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),17,5/29/2026,-28,EXPIRED,Community Drive,
DON-0842,04/30/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),24,6/10/2026,-16,EXPIRED,Community Drive,
DON-0843,04/30/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),79,6/1/2028,706,OK,Church Drive,
DON-0844,04/30/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),42,6/28/2028,733,OK,Community Drive,
DON-0845,04/30/2026,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),82,7/15/2028,750,OK,Church Drive,
DON-0846,04/30/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),91,8/2/2028,768,OK,Church Drive,
DON-0847,04/30/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),109,9/5/2028,802,OK,Community Drive,
DON-0848,04/30/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),64,1/17/2029,936,OK,Church Drive,
DON-0849,04/30/2026,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),72,4/19/2029,1028,OK,Church Drive,
DON-0850,05/02/2026,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),23,5/29/2026,-28,EXPIRED,Community Drive,
DON-0851,05/02/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),33,6/6/2026,-20,EXPIRED,Community Drive,
DON-0852,05/02/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),52,9/27/2026,93,OK,Community Drive,
DON-0853,05/02/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),12,11/15/2026,142,OK,Community Drive,
DON-0854,05/02/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),16,2/28/2027,247,OK,Community Drive,
DON-0855,05/02/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),68,10/17/2027,478,OK,Community Drive,
DON-0856,05/02/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),15,3/9/2028,622,OK,Community Drive,
DON-0857,05/03/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),33,12/9/2026,166,OK,Grocery Rescue,
DON-0858,05/03/2026,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),27,2/20/2027,239,OK,Grocery Rescue,
DON-0859,05/03/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),34,4/27/2028,671,OK,Grocery Rescue,
DON-0860,05/03/2026,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),99,9/15/2028,812,OK,Grocery Rescue,
DON-0861,05/03/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),58,12/24/2028,912,OK,Grocery Rescue,
DON-0862,05/03/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),114,1/24/2029,943,OK,Grocery Rescue,
DON-0863,05/03/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),32,2/11/2027,230,OK,Grocery Rescue,
DON-0864,05/07/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),27,5/16/2026,-41,EXPIRED,School Drive,
DON-0865,05/07/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,24,5/26/2026,-31,EXPIRED,School Drive,
DON-0866,05/07/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),60,8/30/2027,430,OK,School Drive,
DON-0867,05/07/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),33,9/15/2027,446,OK,School Drive,
DON-0868,05/08/2026,FI025,Granola Bars,Breakfast,Box (8 bars),24,8/11/2026,46,OK,Restaurant Partner,
DON-0869,05/08/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),36,12/19/2026,176,OK,Restaurant Partner,
DON-0870,05/08/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),19,12/28/2026,185,OK,Restaurant Partner,
DON-0871,05/08/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),83,7/31/2027,400,OK,Restaurant Partner,
DON-0872,05/08/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),56,12/19/2027,541,OK,Restaurant Partner,
DON-0873,05/08/2026,FI001,Canned Tuna,Canned Protein,Can (5 oz),75,7/6/2028,741,OK,Restaurant Partner,
DON-0874,05/08/2026,FI004,Canned Black Beans,Canned Protein,Can (15 oz),93,10/6/2028,833,OK,Restaurant Partner,
DON-0875,05/10/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),24,10/25/2026,121,OK,Grocery Rescue,
DON-0876,05/10/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),30,5/16/2026,-41,EXPIRED,Grocery Rescue,
DON-0877,05/10/2026,FI042,Apples,Fresh Produce,Bag (3 lb),16,5/28/2026,-29,EXPIRED,Corporate Drive,
DON-0878,05/10/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),81,11/7/2026,134,OK,Corporate Drive,
DON-0879,05/10/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),37,2/7/2027,226,OK,Grocery Rescue,
DON-0880,05/10/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),57,2/11/2027,230,OK,Corporate Drive,
DON-0881,05/10/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),47,3/4/2027,251,OK,Grocery Rescue,
DON-0882,05/10/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),80,6/12/2027,351,OK,Corporate Drive,
DON-0883,05/10/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),45,7/6/2027,375,OK,Corporate Drive,
DON-0884,05/10/2026,FI014,Canned Pears,Canned Fruit,Can (15 oz),72,8/7/2027,407,OK,Corporate Drive,
DON-0885,05/10/2026,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),54,9/7/2027,438,OK,Corporate Drive,
DON-0886,05/10/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),38,9/14/2027,445,OK,Grocery Rescue,
DON-0887,05/10/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),52,6/5/2028,710,OK,Grocery Rescue,
DON-0888,05/10/2026,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),88,9/22/2028,819,OK,Grocery Rescue,
DON-0889,05/10/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),101,10/14/2028,841,OK,Grocery Rescue,
DON-0890,05/10/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),14,12/21/2029,1274,OK,Corporate Drive,
DON-0891,05/13/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),30,12/9/2027,531,OK,Grocery Rescue,
DON-0892,05/13/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),66,2/17/2028,601,OK,Grocery Rescue,
DON-0893,05/13/2026,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),48,5/16/2028,690,OK,Grocery Rescue,
DON-0894,05/13/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),42,5/27/2028,701,OK,Grocery Rescue,
DON-0895,05/13/2026,FI001,Canned Tuna,Canned Protein,Can (5 oz),40,6/21/2028,726,OK,Grocery Rescue,
DON-0896,05/13/2026,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),90,3/8/2029,986,OK,Grocery Rescue,
DON-0897,05/13/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),39,4/17/2029,1026,OK,Grocery Rescue,
DON-0898,05/13/2026,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),65,4/28/2029,1037,OK,Grocery Rescue,
DON-0899,05/14/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,34,6/3/2026,-23,EXPIRED,Individual Donor,
DON-0900,05/14/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),24,11/19/2026,146,OK,Individual Donor,
DON-0901,05/14/2026,FI004,Canned Black Beans,Canned Protein,Can (15 oz),65,4/9/2028,653,OK,Individual Donor,
DON-0902,05/14/2026,FI014,Canned Pears,Canned Fruit,Can (15 oz),54,1/14/2029,933,OK,Individual Donor,
DON-0903,05/15/2026,FI043,Bananas,Fresh Produce,Bunch (~7),19,5/20/2026,-37,EXPIRED,Corporate Drive,
DON-0904,05/15/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),22,6/3/2026,-23,EXPIRED,Corporate Drive,
DON-0905,05/15/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),24,7/5/2026,9,NOTICE,Corporate Drive,
DON-0906,05/15/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),14,12/31/2026,188,OK,Corporate Drive,
DON-0907,05/15/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),41,4/29/2027,307,OK,Corporate Drive,
DON-0908,05/15/2026,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),75,7/3/2027,372,OK,Corporate Drive,
DON-0909,05/15/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),82,6/25/2028,730,OK,Corporate Drive,
DON-0910,05/15/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),77,10/2/2028,829,OK,Corporate Drive,
DON-0911,05/19/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),30,5/28/2026,-29,EXPIRED,Government Surplus,
DON-0912,05/19/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),16,6/14/2026,-12,EXPIRED,Government Surplus,
DON-0913,05/19/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,26,6/23/2026,-3,EXPIRED,Government Surplus,
DON-0914,05/19/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),36,10/19/2026,115,OK,Grocery Rescue,
DON-0915,05/19/2026,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),34,5/23/2027,331,OK,Grocery Rescue,
DON-0916,05/19/2026,FI010,Canned Peas,Canned Vegetables,Can (15 oz),73,8/4/2027,404,OK,Government Surplus,
DON-0917,05/19/2026,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),69,10/1/2027,462,OK,Grocery Rescue,
DON-0918,05/19/2026,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),52,1/7/2028,560,OK,Government Surplus,
DON-0919,05/19/2026,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),55,9/29/2028,826,OK,Government Surplus,
DON-0920,05/19/2026,FI004,Canned Black Beans,Canned Protein,Can (15 oz),46,5/16/2029,1055,OK,Grocery Rescue,
DON-0921,05/22/2026,FI042,Apples,Fresh Produce,Bag (3 lb),28,6/8/2026,-18,EXPIRED,Individual Donor,
DON-0922,05/22/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),29,6/12/2026,-14,EXPIRED,Individual Donor,
DON-0923,05/22/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),12,3/5/2027,252,OK,Individual Donor,
DON-0924,05/22/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),14,11/4/2027,496,OK,Individual Donor,
DON-0925,05/22/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),54,5/15/2028,689,OK,Individual Donor,
DON-0926,05/22/2026,FI010,Canned Peas,Canned Vegetables,Can (15 oz),76,4/24/2029,1033,OK,Individual Donor,
DON-0927,05/23/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),13,6/18/2026,-8,EXPIRED,Grocery Rescue,
DON-0928,05/23/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),21,10/26/2026,122,OK,Community Drive,
DON-0929,05/23/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),23,1/7/2027,195,OK,Grocery Rescue,
DON-0930,05/23/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),64,1/12/2027,200,OK,Grocery Rescue,
DON-0931,05/23/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),38,3/26/2027,273,OK,Community Drive,
DON-0932,05/23/2026,FI014,Canned Pears,Canned Fruit,Can (15 oz),43,9/23/2027,454,OK,Grocery Rescue,
DON-0933,05/23/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),30,6/2/2028,707,OK,Grocery Rescue,
DON-0934,05/23/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),46,6/18/2028,723,OK,Grocery Rescue,
DON-0935,05/23/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),73,8/4/2028,770,OK,Community Drive,
DON-0936,05/23/2026,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),75,9/23/2028,820,OK,Grocery Rescue,
DON-0937,05/23/2026,FI001,Canned Tuna,Canned Protein,Can (5 oz),30,5/4/2029,1043,OK,Grocery Rescue,
DON-0938,05/28/2026,FI042,Apples,Fresh Produce,Bag (3 lb),13,6/11/2026,-15,EXPIRED,Government Surplus,
DON-0939,05/28/2026,FI025,Granola Bars,Breakfast,Box (8 bars),25,9/14/2026,80,OK,Government Surplus,
DON-0940,05/28/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),43,2/1/2027,220,OK,Government Surplus,
DON-0941,05/28/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),23,5/23/2027,331,OK,Government Surplus,
DON-0942,05/28/2026,FI004,Canned Black Beans,Canned Protein,Can (15 oz),72,8/8/2027,408,OK,Government Surplus,
DON-0943,05/29/2026,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,29,6/2/2026,-24,EXPIRED,Grocery Rescue,
DON-0944,05/29/2026,FI039,White Sandwich Bread,Bread & Bakery,Loaf,40,6/5/2026,-21,EXPIRED,Grocery Rescue,
DON-0945,05/29/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),29,11/18/2026,145,OK,Grocery Rescue,
DON-0946,05/29/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),42,10/14/2027,475,OK,Grocery Rescue,
DON-0947,06/02/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),15,6/10/2026,-16,EXPIRED,Government Surplus,
DON-0948,06/02/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),11,10/16/2026,112,OK,Government Surplus,
DON-0949,06/02/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),19,1/10/2027,198,OK,Government Surplus,
DON-0950,06/02/2026,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),35,1/8/2028,561,OK,Government Surplus,
DON-0951,06/02/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),19,6/28/2028,733,OK,Government Surplus,
DON-0952,06/03/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),33,10/2/2026,98,OK,Restaurant Partner,
DON-0953,06/03/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,28,6/19/2026,-7,EXPIRED,Restaurant Partner,
DON-0954,06/03/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),45,6/23/2026,-3,EXPIRED,Restaurant Partner,
DON-0955,06/03/2026,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),23,7/1/2026,5,WARNING,Individual Donor,
DON-0956,06/03/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),17,10/9/2026,105,OK,Individual Donor,
DON-0957,06/03/2026,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),17,10/13/2026,109,OK,Restaurant Partner,
DON-0958,06/03/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),21,1/2/2027,190,OK,Individual Donor,
DON-0959,06/03/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),51,1/8/2027,196,OK,Restaurant Partner,
DON-0960,06/03/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),22,1/19/2027,207,OK,Individual Donor,
DON-0961,06/03/2026,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),40,2/6/2027,225,OK,Individual Donor,
DON-0962,06/03/2026,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),88,10/1/2027,462,OK,Individual Donor,
DON-0963,06/03/2026,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),88,1/22/2028,575,OK,Restaurant Partner,
DON-0964,06/03/2026,FI001,Canned Tuna,Canned Protein,Can (5 oz),46,3/4/2028,617,OK,Individual Donor,
DON-0965,06/03/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),11,4/17/2028,661,OK,Restaurant Partner,
DON-0966,06/03/2026,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),10,6/10/2028,715,OK,Individual Donor,
DON-0967,06/08/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),37,6/22/2026,-4,EXPIRED,Government Surplus,
DON-0968,06/08/2026,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),34,7/8/2026,12,NOTICE,Government Surplus,
DON-0969,06/08/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),34,7/15/2026,19,NOTICE,Government Surplus,
DON-0970,06/08/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),22,7/25/2026,29,NOTICE,Grocery Rescue,
DON-0971,06/08/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),19,12/25/2026,182,OK,Grocery Rescue,
DON-0972,06/08/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),27,8/27/2027,427,OK,Government Surplus,
DON-0973,06/08/2026,FI004,Canned Black Beans,Canned Protein,Can (15 oz),67,10/8/2027,469,OK,Grocery Rescue,
DON-0974,06/08/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),54,1/2/2028,555,OK,Government Surplus,
DON-0975,06/08/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),41,1/8/2028,561,OK,Grocery Rescue,
DON-0976,06/08/2026,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),29,2/23/2029,973,OK,Grocery Rescue,
DON-0977,06/08/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),13,4/16/2030,1390,OK,Government Surplus,
DON-0978,06/11/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),44,12/11/2026,168,OK,Corporate Drive,
DON-0979,06/11/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),34,3/10/2027,257,OK,Corporate Drive,
DON-0980,06/11/2026,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),56,6/19/2027,358,OK,Corporate Drive,
DON-0981,06/11/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),38,7/14/2027,383,OK,Corporate Drive,
DON-0982,06/11/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),80,12/28/2027,550,OK,Corporate Drive,
DON-0983,06/11/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),42,4/4/2028,648,OK,Corporate Drive,
DON-0984,06/14/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),25,11/27/2026,154,OK,Government Surplus,
DON-0985,06/14/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),28,5/12/2027,320,OK,Government Surplus,
DON-0986,06/14/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),19,8/21/2027,421,OK,Government Surplus,
DON-0987,06/14/2026,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),29,5/3/2029,1042,OK,Government Surplus,
DON-0988,06/18/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,14,7/7/2026,11,NOTICE,Government Surplus,
DON-0989,06/18/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),37,7/11/2026,15,NOTICE,Corporate Drive,
DON-0990,06/18/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),30,7/11/2026,15,NOTICE,Corporate Drive,
DON-0991,06/18/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),18,7/16/2026,20,NOTICE,Government Surplus,
DON-0992,06/18/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),15,3/1/2027,248,OK,Corporate Drive,
DON-0993,06/18/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),42,9/12/2027,443,OK,School Drive,
DON-0994,06/18/2026,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),74,5/26/2028,700,OK,Corporate Drive,
DON-0995,06/18/2026,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),48,7/3/2028,738,OK,School Drive,
DON-0996,06/18/2026,FI004,Canned Black Beans,Canned Protein,Can (15 oz),73,7/24/2028,759,OK,Government Surplus,
DON-0997,06/18/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),21,4/21/2029,1030,OK,Corporate Drive,
DON-0998,06/18/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),11,11/6/2029,1229,OK,Corporate Drive,
DON-0999,06/18/2026,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),14,12/17/2030,1635,OK,School Drive,
DON-1000,06/25/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),4,6/26/2026,0,EXPIRED,Individual Donor,
DON-1001,06/25/2026,FI043,Bananas,Fresh Produce,Bunch (~7),15,6/26/2026,0,EXPIRED,Restaurant Partner,
DON-1002,06/25/2026,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,18,6/27/2026,1,CRITICAL,Grocery Rescue,
DON-1003,06/25/2026,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,20,6/29/2026,3,CRITICAL,Grocery Rescue,
DON-1004,06/25/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),12,6/30/2026,4,WARNING,Grocery Rescue,
DON-1005,06/25/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),8,7/1/2026,5,WARNING,Community Drive,
DON-1006,06/25/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,30,7/2/2026,6,WARNING,Individual Donor,
DON-1007,06/25/2026,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),18,7/4/2026,8,NOTICE,Grocery Rescue,
DON-1008,06/25/2026,FI025,Granola Bars,Breakfast,Box (8 bars),35,7/6/2026,10,NOTICE,Corporate Drive,
DON-1009,06/25/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),10,7/8/2026,12,NOTICE,Grocery Rescue,
DON-1010,06/25/2026,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),5,6/25/2027,364,OK,Church Drive,
DON-1011,06/26/2026,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,25,6/29/2026,3,CRITICAL,Grocery Rescue,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
